epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.0612,2.09151,2.23059,1.98179,0.12502,0.20694,0.08848,0.02427,2.71799,9.31346,2.85068,0.00048,0.00048,0.00048
2,25.7881,2.09748,1.9541,1.99012,0.17136,0.18463,0.09341,0.02792,2.98535,8.86986,3.4897,0.000977575,0.000977575,0.000977575
3,38.1571,2.16002,2.01394,2.03071,0.03266,0.16729,0.01558,0.00498,3.46634,53.1752,4.34242,0.00147267,0.00147267,0.00147267
4,50.7986,2.1846,2.13017,2.10435,0.00108,0.03841,0.00065,0.00017,4.14047,inf,15.1228,0.0019653,0.0019653,0.0019653
5,63.2141,2.17498,2.07389,2.11394,0.00866,0.12639,0.00409,0.00108,3.77107,inf,7.25567,0.0019802,0.0019802,0.0019802
6,75.5742,2.20741,2.13205,2.10418,0.07695,0.171,0.04234,0.01109,2.88458,9.39705,3.08282,0.00197525,0.00197525,0.00197525
7,87.9685,2.10553,2.07976,2.04,0.05194,0.27633,0.03048,0.0082,2.87825,5.6811,3.00198,0.0019703,0.0019703,0.0019703
8,100.24,2.11032,2.02878,2.05531,0.08886,0.27014,0.05898,0.01623,2.70195,4.06399,2.80368,0.00196535,0.00196535,0.00196535
9,112.526,2.04102,1.95955,1.98797,0.21683,0.24411,0.12681,0.03803,2.63094,7.46492,2.7331,0.0019604,0.0019604,0.0019604
10,124.812,2.03526,1.94241,1.97421,0.30383,0.27261,0.18227,0.0566,2.53493,4.02693,2.6793,0.00195545,0.00195545,0.00195545
11,137.122,1.99136,1.90594,1.94906,0.20615,0.29244,0.13961,0.04097,2.52149,2.76852,2.45946,0.0019505,0.0019505,0.0019505
12,149.865,2.00108,1.89852,1.94687,0.2454,0.33004,0.20034,0.06146,2.52771,3.26818,2.39585,0.00194555,0.00194555,0.00194555
13,162.703,1.95477,1.87344,1.92343,0.35559,0.31864,0.26237,0.09351,2.52387,3.34096,2.48968,0.0019406,0.0019406,0.0019406
14,175.247,1.93999,1.78501,1.89327,0.34587,0.3197,0.26176,0.08707,2.45599,2.23832,2.49005,0.00193565,0.00193565,0.00193565
15,187.599,1.98346,1.86931,1.96322,0.215,0.31563,0.13233,0.03883,2.50863,3.23628,2.50961,0.0019307,0.0019307,0.0019307
16,200.071,1.9224,1.79468,1.89106,0.37484,0.36059,0.32155,0.11412,2.33613,2.03399,2.35974,0.00192575,0.00192575,0.00192575
17,212.333,1.90516,1.73574,1.85403,0.28305,0.27014,0.18253,0.05832,2.57833,2.89628,2.44728,0.0019208,0.0019208,0.0019208
18,225.003,1.9337,1.77467,1.84248,0.36894,0.3482,0.32016,0.10904,2.3752,2.38489,2.28392,0.00191585,0.00191585,0.00191585
19,237.249,1.91392,1.75675,1.8765,0.45867,0.39653,0.3555,0.12155,2.29246,1.98292,2.32259,0.0019109,0.0019109,0.0019109
20,249.65,1.8398,1.66178,1.83434,0.41894,0.37346,0.32289,0.10651,2.38844,2.02431,2.40672,0.00190595,0.00190595,0.00190595
21,261.993,1.8772,1.66866,1.82991,0.43768,0.39777,0.37216,0.13614,2.22898,2.0602,2.24278,0.001901,0.001901,0.001901
22,274.578,1.83248,1.68299,1.8171,0.40358,0.44362,0.36771,0.12427,2.23054,2.06302,2.23633,0.00189605,0.00189605,0.00189605
23,286.94,1.88193,1.62754,1.77706,0.47559,0.37175,0.35044,0.12642,2.33576,2.13322,2.35627,0.0018911,0.0018911,0.0018911
24,299.497,1.86044,1.69843,1.82615,0.44254,0.39653,0.35284,0.11556,2.31656,2.03647,2.31566,0.00188615,0.00188615,0.00188615
25,311.992,1.8823,1.62433,1.83425,0.4169,0.38042,0.34638,0.12473,2.28964,1.99296,2.34163,0.0018812,0.0018812,0.0018812
26,324.203,1.83481,1.60608,1.83615,0.47425,0.40273,0.39917,0.13734,2.3286,1.95727,2.2469,0.00187625,0.00187625,0.00187625
27,336.626,1.82768,1.61583,1.81081,0.52675,0.40273,0.40799,0.14356,2.27724,1.89218,2.27069,0.0018713,0.0018713,0.0018713
28,349.168,1.81628,1.61283,1.79652,0.41363,0.45541,0.38906,0.13509,2.27358,1.90643,2.22697,0.00186635,0.00186635,0.00186635
29,361.345,1.82492,1.65006,1.8341,0.49294,0.44114,0.41321,0.14612,2.1981,1.8898,2.18442,0.0018614,0.0018614,0.0018614
30,373.682,1.81499,1.63868,1.83364,0.41487,0.46592,0.38408,0.13457,2.27959,1.91415,2.19583,0.00185645,0.00185645,0.00185645
31,386.043,1.83409,1.60166,1.78846,0.50912,0.47088,0.451,0.16225,2.26664,1.82826,2.22406,0.0018515,0.0018515,0.0018515
32,398.637,1.78396,1.57443,1.81045,0.50734,0.42007,0.41396,0.14732,2.26904,1.93792,2.24068,0.00184655,0.00184655,0.00184655
33,410.854,1.77965,1.52861,1.76227,0.47599,0.44686,0.40856,0.14086,2.2919,2.08078,2.24711,0.0018416,0.0018416,0.0018416
34,423.171,1.78875,1.57579,1.76552,0.43034,0.4512,0.38694,0.12164,2.33019,1.93966,2.26335,0.00183665,0.00183665,0.00183665
35,435.521,1.77843,1.53378,1.77466,0.51134,0.45973,0.44039,0.15776,2.27573,1.7983,2.21312,0.0018317,0.0018317,0.0018317
36,447.865,1.75964,1.49282,1.76213,0.44238,0.45105,0.4051,0.14097,2.27681,1.85668,2.23011,0.00182675,0.00182675,0.00182675
37,460.014,1.73169,1.50527,1.7545,0.5928,0.46097,0.48154,0.17509,2.2167,1.75888,2.20682,0.0018218,0.0018218,0.0018218
38,472.313,1.73837,1.4677,1.74213,0.55878,0.48021,0.4652,0.1604,2.25868,1.81526,2.26132,0.00181685,0.00181685,0.00181685
39,484.668,1.75707,1.45685,1.73794,0.55076,0.4969,0.47941,0.16644,2.26516,1.71494,2.23971,0.0018119,0.0018119,0.0018119
40,497.423,1.78894,1.45416,1.74497,0.50945,0.4969,0.4714,0.16841,2.20048,1.78939,2.18849,0.00180695,0.00180695,0.00180695
41,510.608,1.70309,1.43042,1.72383,0.5861,0.48823,0.49319,0.18119,2.25838,1.71369,2.2148,0.001802,0.001802,0.001802
42,524.139,1.74479,1.44049,1.75135,0.55221,0.47708,0.47625,0.17537,2.21797,1.73413,2.22817,0.00179705,0.00179705,0.00179705
43,537.038,1.74693,1.44948,1.71463,0.51862,0.4114,0.39599,0.15191,2.28534,1.97874,2.2719,0.0017921,0.0017921,0.0017921
44,551.072,1.71517,1.4524,1.7074,0.58047,0.47831,0.48134,0.17877,2.17886,1.73005,2.1578,0.00178715,0.00178715,0.00178715
45,563.521,1.71272,1.4323,1.73678,0.47818,0.51301,0.47043,0.15704,2.27413,1.78152,2.2298,0.0017822,0.0017822,0.0017822
46,575.76,1.67707,1.39691,1.69343,0.52256,0.50558,0.45579,0.16166,2.32694,1.78402,2.30184,0.00177725,0.00177725,0.00177725
47,587.954,1.71591,1.40946,1.71616,0.59735,0.49071,0.51733,0.18895,2.3277,1.82162,2.29602,0.0017723,0.0017723,0.0017723
48,600.76,1.71024,1.3662,1.70209,0.50526,0.50805,0.46277,0.15853,2.24979,1.75803,2.27511,0.00176735,0.00176735,0.00176735
49,613.012,1.6969,1.39314,1.71594,0.5245,0.50186,0.47026,0.17418,2.23254,1.68381,2.24335,0.0017624,0.0017624,0.0017624
50,625.401,1.69732,1.37293,1.71689,0.51858,0.48823,0.44876,0.16606,2.26371,1.76431,2.23521,0.00175745,0.00175745,0.00175745
51,637.62,1.6624,1.32912,1.67355,0.53822,0.49539,0.47109,0.17377,2.26352,2.00485,2.19889,0.0017525,0.0017525,0.0017525
52,649.971,1.67147,1.35949,1.67121,0.50493,0.48327,0.43326,0.1459,2.37625,1.89427,2.25334,0.00174755,0.00174755,0.00174755
53,662.23,1.66519,1.34466,1.702,0.59493,0.46716,0.48272,0.17547,2.28711,1.66557,2.22225,0.0017426,0.0017426,0.0017426
54,674.622,1.65859,1.29621,1.66834,0.54693,0.52056,0.48355,0.16749,2.27815,1.6667,2.23281,0.00173765,0.00173765,0.00173765
55,687.066,1.66543,1.34131,1.67429,0.54263,0.51797,0.47567,0.16957,2.26311,1.73776,2.22485,0.0017327,0.0017327,0.0017327
56,699.455,1.65378,1.32275,1.66113,0.58577,0.49416,0.48983,0.17397,2.22538,1.6545,2.20171,0.00172775,0.00172775,0.00172775
57,711.895,1.65176,1.29998,1.67134,0.57191,0.48079,0.48732,0.17866,2.26757,1.59259,2.22488,0.0017228,0.0017228,0.0017228
58,724.353,1.66634,1.31819,1.67037,0.49934,0.51797,0.44972,0.15807,2.31194,1.76481,2.25858,0.00171785,0.00171785,0.00171785
59,736.712,1.60304,1.25828,1.64006,0.47833,0.52416,0.44889,0.16025,2.3193,1.66193,2.27078,0.0017129,0.0017129,0.0017129
60,748.98,1.64854,1.28806,1.66526,0.50665,0.51053,0.48206,0.16488,2.29648,1.70012,2.27154,0.00170795,0.00170795,0.00170795
61,761.483,1.60149,1.24597,1.65951,0.57885,0.50434,0.50332,0.18237,2.28574,1.69037,2.25331,0.001703,0.001703,0.001703
62,773.676,1.5999,1.28222,1.64244,0.54001,0.50333,0.47243,0.16782,2.30273,1.71717,2.26828,0.00169805,0.00169805,0.00169805
63,786.01,1.57352,1.26586,1.63498,0.56246,0.49938,0.4802,0.17449,2.23871,1.69139,2.21362,0.0016931,0.0016931,0.0016931
64,798.25,1.58331,1.22894,1.62278,0.49148,0.48575,0.44724,0.15752,2.36536,1.78143,2.35707,0.00168815,0.00168815,0.00168815
65,810.504,1.58145,1.24261,1.6313,0.5451,0.52118,0.49084,0.17579,2.23557,1.52154,2.22394,0.0016832,0.0016832,0.0016832
66,822.905,1.55881,1.2085,1.61983,0.58591,0.49318,0.50256,0.18295,2.2426,1.5895,2.23297,0.00167825,0.00167825,0.00167825
67,836.052,1.59963,1.20282,1.6456,0.51848,0.57125,0.50571,0.18007,2.28555,1.5697,2.28475,0.0016733,0.0016733,0.0016733
