epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.5588,2.12295,2.42438,2.04044,0.22887,0.32962,0.18186,0.05089,2.48637,5.04899,2.40852,0.00048,0.00048,0.00048
2,25.9911,2.15289,2.1392,1.95677,0.01407,0.15737,0.00724,0.00192,3.54163,inf,4.7152,0.000977575,0.000977575,0.000977575
3,38.3281,2.2151,2.06903,2.04988,0.00493,0.08055,0.00265,0.00068,3.59502,inf,8.10162,0.00147267,0.00147267,0.00147267
4,51.0096,2.2317,2.13397,2.11846,0.00529,0.14994,0.00307,0.00092,3.68247,inf,5.66786,0.0019653,0.0019653,0.0019653
5,63.5251,2.20694,2.15475,2.12712,0.0189,0.09046,0.00529,0.00146,3.66848,23.6108,4.05329,0.0019802,0.0019802,0.0019802
6,75.6592,2.11503,2.08342,2.05783,0.07658,0.21437,0.03432,0.00986,3.17243,11.6921,3.40674,0.00197525,0.00197525,0.00197525
7,87.9102,2.17159,2.06673,2.07107,0.04663,0.11896,0.02371,0.00544,3.1412,10.9938,3.21861,0.0019703,0.0019703,0.0019703
8,100.148,2.12587,2.034,2.04799,0.2695,0.25403,0.17285,0.05104,2.61819,3.16357,2.65558,0.00196535,0.00196535,0.00196535
9,112.336,2.06077,1.95904,1.98649,0.18374,0.34449,0.12172,0.0369,2.45645,4.20751,2.46016,0.0019604,0.0019604,0.0019604
10,124.645,2.03551,1.91959,1.93464,0.36104,0.27757,0.22238,0.07198,2.56069,2.8629,2.61452,0.00195545,0.00195545,0.00195545
11,136.861,2.04893,1.90163,1.96727,0.46271,0.25898,0.24268,0.07397,2.43916,2.77977,2.47381,0.0019505,0.0019505,0.0019505
12,149.287,2.02161,1.8773,1.9431,0.25513,0.28377,0.1646,0.04713,2.48307,3.06028,2.35819,0.00194555,0.00194555,0.00194555
13,161.502,2.00143,1.92186,1.96224,0.33875,0.25774,0.20269,0.05922,2.51437,2.45432,2.43961,0.0019406,0.0019406,0.0019406
14,173.667,2.01329,1.86454,1.90627,0.36235,0.32218,0.25583,0.08211,2.36324,2.45704,2.26041,0.00193565,0.00193565,0.00193565
15,186.154,1.98767,1.82867,1.89606,0.37798,0.33086,0.27394,0.08599,2.38813,2.84084,2.42384,0.0019307,0.0019307,0.0019307
16,198.672,1.9293,1.76003,1.86036,0.28233,0.32342,0.22967,0.07648,2.31657,2.33634,2.23283,0.00192575,0.00192575,0.00192575
17,210.756,1.96184,1.78534,1.88743,0.32941,0.35812,0.25626,0.0884,2.30409,2.2294,2.28641,0.0019208,0.0019208,0.0019208
18,223.128,1.96546,1.82236,1.875,0.40503,0.33457,0.30338,0.10269,2.30844,2.23193,2.32031,0.00191585,0.00191585,0.00191585
19,235.479,1.92965,1.78653,1.85447,0.39206,0.39901,0.34968,0.12021,2.32478,2.0177,2.29485,0.0019109,0.0019109,0.0019109
20,247.936,1.88046,1.73407,1.84044,0.3658,0.3482,0.28264,0.09251,2.35171,2.23334,2.24282,0.00190595,0.00190595,0.00190595
21,260.088,1.9053,1.66391,1.83308,0.39918,0.38414,0.32383,0.11234,2.24877,2.09721,2.20822,0.001901,0.001901,0.001901
22,272.176,1.87666,1.6917,1.83591,0.37017,0.40397,0.32744,0.10504,2.34809,1.94845,2.22735,0.00189605,0.00189605,0.00189605
23,284.548,1.88783,1.66758,1.81672,0.49832,0.43742,0.41902,0.14596,2.24441,1.83226,2.18533,0.0018911,0.0018911,0.0018911
24,296.96,1.87105,1.72178,1.81948,0.44308,0.40892,0.34982,0.1175,2.24485,2.04628,2.17137,0.00188615,0.00188615,0.00188615
25,309.135,1.85462,1.62345,1.79184,0.49132,0.44044,0.38993,0.14044,2.21851,1.92464,2.17732,0.0018812,0.0018812,0.0018812
26,321.27,1.85992,1.63683,1.79683,0.40655,0.37175,0.33562,0.11373,2.45592,2.4481,2.28322,0.00187625,0.00187625,0.00187625
27,333.561,1.82572,1.62175,1.79357,0.54128,0.41388,0.42896,0.14972,2.20643,1.93396,2.16474,0.0018713,0.0018713,0.0018713
28,345.944,1.90493,1.63491,1.85342,0.48439,0.41016,0.39428,0.12913,2.33874,1.95742,2.27134,0.00186635,0.00186635,0.00186635
29,358.179,1.84545,1.65249,1.81487,0.54166,0.41297,0.40296,0.14614,2.22732,1.78496,2.17407,0.0018614,0.0018614,0.0018614
30,370.596,1.81716,1.54331,1.77454,0.53838,0.45725,0.44204,0.15257,2.19117,1.84674,2.10911,0.00185645,0.00185645,0.00185645
31,382.896,1.87581,1.55117,1.78977,0.41806,0.33581,0.30563,0.09823,2.41859,2.32528,2.26822,0.0018515,0.0018515,0.0018515
32,395.161,1.80499,1.56875,1.78294,0.47981,0.38166,0.35105,0.11599,2.29889,2.13016,2.27218,0.00184655,0.00184655,0.00184655
33,407.3,1.80659,1.49202,1.74166,0.50441,0.46344,0.42827,0.14965,2.17834,1.83323,2.14667,0.0018416,0.0018416,0.0018416
34,419.752,1.8418,1.52921,1.78461,0.51097,0.45973,0.43491,0.14614,2.22467,1.88801,2.14544,0.00183665,0.00183665,0.00183665
35,431.89,1.75635,1.4807,1.74869,0.519,0.45601,0.45182,0.16481,2.20196,1.72323,2.19092,0.0018317,0.0018317,0.0018317
36,444.299,1.81424,1.50122,1.75681,0.50407,0.36651,0.36052,0.13245,2.38849,2.1343,2.3572,0.00182675,0.00182675,0.00182675
37,456.446,1.79222,1.49675,1.78002,0.49951,0.39157,0.3991,0.1446,2.31707,1.98516,2.32892,0.0018218,0.0018218,0.0018218
38,468.853,1.83089,1.50709,1.77045,0.5223,0.43866,0.43862,0.15246,2.16536,1.84129,2.13872,0.00181685,0.00181685,0.00181685
39,481.096,1.77479,1.50771,1.72962,0.55456,0.43247,0.44375,0.16992,2.14967,1.70154,2.13851,0.0018119,0.0018119,0.0018119
40,493.573,1.71948,1.43852,1.71615,0.50512,0.48079,0.44942,0.16729,2.19595,1.71512,2.14265,0.00180695,0.00180695,0.00180695
41,505.803,1.75453,1.45491,1.71065,0.58446,0.44238,0.46008,0.16955,2.25448,1.78437,2.19035,0.001802,0.001802,0.001802
42,518.462,1.76312,1.48488,1.75829,0.59129,0.4679,0.46707,0.1653,2.2193,1.77248,2.1675,0.00179705,0.00179705,0.00179705
43,530.868,1.75432,1.46622,1.72519,0.58746,0.49195,0.50303,0.17468,2.1831,1.71522,2.13928,0.0017921,0.0017921,0.0017921
44,543.245,1.70669,1.39867,1.69509,0.50875,0.51053,0.48346,0.17568,2.18522,1.64641,2.15692,0.00178715,0.00178715,0.00178715
45,555.596,1.71277,1.3718,1.70496,0.52657,0.49814,0.47905,0.17498,2.23245,1.75289,2.16082,0.0017822,0.0017822,0.0017822
46,567.839,1.73144,1.37293,1.71119,0.54889,0.45849,0.48048,0.16966,2.26147,1.77564,2.19534,0.00177725,0.00177725,0.00177725
47,580.183,1.72867,1.41946,1.71785,0.5009,0.45353,0.42833,0.13341,2.41229,1.86666,2.33877,0.0017723,0.0017723,0.0017723
48,592.57,1.69449,1.38316,1.68608,0.48076,0.48699,0.45691,0.15886,2.20912,1.70268,2.14471,0.00176735,0.00176735,0.00176735
49,604.911,1.66758,1.3872,1.70612,0.53715,0.47088,0.47643,0.17122,2.25181,1.67306,2.17809,0.0017624,0.0017624,0.0017624
50,617.024,1.66172,1.33211,1.67251,0.58756,0.43249,0.4652,0.17606,2.26392,1.6819,2.2706,0.00175745,0.00175745,0.00175745
51,629.336,1.70661,1.32028,1.67092,0.52999,0.48575,0.48809,0.17594,2.23661,1.61092,2.21295,0.0017525,0.0017525,0.0017525
52,642.303,1.65373,1.34872,1.66181,0.56322,0.48699,0.48277,0.18368,2.24532,1.60624,2.168,0.00174755,0.00174755,0.00174755
53,655.829,1.64465,1.30856,1.65293,0.54675,0.48431,0.48277,0.17132,2.23575,1.65349,2.1756,0.0017426,0.0017426,0.0017426
54,668.946,1.66971,1.33091,1.68588,0.53336,0.49195,0.476,0.16447,2.3322,1.6589,2.22883,0.00173765,0.00173765,0.00173765
55,681.192,1.6784,1.32913,1.66759,0.57915,0.46344,0.47425,0.17348,2.2441,1.6465,2.19231,0.0017327,0.0017327,0.0017327
56,693.666,1.62848,1.30719,1.63509,0.54207,0.45765,0.45819,0.16689,2.36793,1.82857,2.29753,0.00172775,0.00172775,0.00172775
57,706.021,1.66287,1.28247,1.64855,0.58218,0.48823,0.49009,0.17875,2.28768,1.67142,2.27623,0.0017228,0.0017228,0.0017228
58,718.226,1.67683,1.31656,1.68236,0.56483,0.50558,0.4937,0.17534,2.23304,1.60092,2.16808,0.00171785,0.00171785,0.00171785
59,730.427,1.63822,1.30665,1.6446,0.58657,0.49814,0.50926,0.18605,2.22451,1.5848,2.18121,0.0017129,0.0017129,0.0017129
60,742.803,1.62231,1.28846,1.63683,0.59266,0.50805,0.5282,0.1997,2.2154,1.54759,2.17322,0.00170795,0.00170795,0.00170795
61,755.186,1.65073,1.25871,1.65974,0.59874,0.49071,0.49864,0.17816,2.26358,1.65809,2.20015,0.001703,0.001703,0.001703
62,767.281,1.61363,1.24399,1.62903,0.61449,0.47708,0.51583,0.20427,2.16844,1.56388,2.15044,0.00169805,0.00169805,0.00169805
