epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.4467,2.1701,2.20246,2.01993,0.30764,0.33209,0.22287,0.06529,2.44926,4.86796,2.44385,0.00048,0.00048,0.00048
2,25.0644,2.11996,1.99817,1.98352,0.01656,0.27633,0.01033,0.00288,3.25393,inf,3.67091,0.000977575,0.000977575,0.000977575
3,37.4314,2.17304,2.14621,2.10334,0.00453,0.16853,0.00283,0.00085,4.00766,inf,32.1285,0.00147267,0.00147267,0.00147267
4,49.9611,2.24653,2.12892,2.118,0.0008,0.02974,0.00043,0.00012,4.12671,inf,40.5103,0.0019653,0.0019653,0.0019653
5,62.3619,2.18188,2.11893,2.12591,0.006,0.1772,0.00343,0.00107,3.55756,inf,6.09264,0.0019802,0.0019802,0.0019802
6,74.8356,2.20069,2.14874,2.11508,0.00732,0.19455,0.00434,0.00135,3.70143,inf,4.19332,0.00197525,0.00197525,0.00197525
7,87.0182,2.17191,2.1343,2.11488,0.06044,0.12515,0.0289,0.00906,3.0494,5.23732,3.06386,0.0019703,0.0019703,0.0019703
8,99.4387,2.13667,2.03645,2.05564,0.28032,0.22588,0.17915,0.04958,2.51998,2.9456,2.68703,0.00196535,0.00196535,0.00196535
9,111.661,2.11791,2.00232,2.04543,0.19884,0.3259,0.15593,0.04918,2.47629,3.21433,2.523,0.0019604,0.0019604,0.0019604
10,124.211,2.06545,1.9473,1.98219,0.21617,0.27509,0.16735,0.05127,2.71441,2.89083,2.8234,0.00195545,0.00195545,0.00195545
11,136.397,2.03429,1.88705,1.95079,0.31774,0.33705,0.26763,0.08695,2.39326,2.60617,2.33938,0.0019505,0.0019505,0.0019505
12,148.826,2.02169,1.93989,1.96705,0.27407,0.34077,0.22363,0.06436,2.48199,2.34741,2.48431,0.00194555,0.00194555,0.00194555
13,161.012,2.01375,1.91502,1.93786,0.3646,0.3804,0.30147,0.09706,2.33465,2.28524,2.3395,0.0019406,0.0019406,0.0019406
14,173.456,1.98716,1.79634,1.89063,0.33723,0.37299,0.29141,0.09564,2.33795,2.05583,2.31666,0.00193565,0.00193565,0.00193565
15,185.646,2.02515,1.85946,1.91916,0.41507,0.38662,0.33232,0.11179,2.26467,2.23608,2.28513,0.0019307,0.0019307,0.0019307
16,198.158,1.96754,1.82352,1.88418,0.38679,0.44486,0.31647,0.1032,2.22729,2.38286,2.25354,0.00192575,0.00192575,0.00192575
17,210.501,1.95057,1.77074,1.90092,0.31525,0.37299,0.25641,0.08302,2.31028,2.87335,2.19205,0.0019208,0.0019208,0.0019208
18,222.747,1.9048,1.7111,1.83515,0.4345,0.40149,0.37264,0.1276,2.23073,1.88143,2.20159,0.00191585,0.00191585,0.00191585
19,235.147,1.9534,1.74477,1.87842,0.46276,0.40644,0.36079,0.12427,2.33735,1.9681,2.38845,0.0019109,0.0019109,0.0019109
20,247.549,1.94751,1.74151,1.86379,0.46075,0.46468,0.41764,0.14008,2.26734,2.36974,2.19724,0.00190595,0.00190595,0.00190595
21,260.121,1.89785,1.68488,1.83749,0.45404,0.38662,0.3433,0.11881,2.34121,2.19929,2.31407,0.001901,0.001901,0.001901
22,272.282,1.87859,1.7462,1.87654,0.43675,0.43247,0.38859,0.13251,2.25025,1.99692,2.26911,0.00189605,0.00189605,0.00189605
23,284.475,1.89806,1.70952,1.83551,0.45951,0.44774,0.38377,0.13277,2.21004,1.95144,2.19403,0.0018911,0.0018911,0.0018911
24,296.674,1.86871,1.69921,1.83289,0.55343,0.48681,0.46957,0.15591,2.25366,1.80695,2.18023,0.00188615,0.00188615,0.00188615
25,309.517,1.85921,1.64375,1.83596,0.46423,0.43914,0.39108,0.13618,2.28588,2.22236,2.26068,0.0018812,0.0018812,0.0018812
26,322.556,1.88082,1.66702,1.83381,0.49254,0.44734,0.42785,0.14519,2.25116,1.84747,2.22257,0.00187625,0.00187625,0.00187625
27,334.881,1.86783,1.67609,1.81857,0.50253,0.42751,0.4036,0.14223,2.22667,1.94941,2.16346,0.0018713,0.0018713,0.0018713
28,347.281,1.87905,1.65737,1.82311,0.4456,0.46344,0.39786,0.13448,2.18396,1.98289,2.15166,0.00186635,0.00186635,0.00186635
29,359.59,1.85822,1.68834,1.82202,0.48772,0.44981,0.40901,0.14895,2.22545,1.95064,2.22658,0.0018614,0.0018614,0.0018614
30,371.757,1.81551,1.62628,1.78491,0.45769,0.42774,0.38032,0.13909,2.21872,1.87004,2.21984,0.00185645,0.00185645,0.00185645
31,384.1,1.85152,1.58918,1.78557,0.51231,0.43618,0.41039,0.14689,2.27259,1.89151,2.2363,0.0018515,0.0018515,0.0018515
32,396.326,1.824,1.64468,1.80922,0.55818,0.49071,0.47062,0.16717,2.20488,1.87396,2.17237,0.00184655,0.00184655,0.00184655
33,408.826,1.83681,1.58809,1.80863,0.4835,0.46716,0.42811,0.14822,2.27243,1.79162,2.20863,0.0018416,0.0018416,0.0018416
34,421.075,1.79624,1.56842,1.77244,0.49412,0.48203,0.4414,0.15305,2.2653,1.9058,2.26206,0.00183665,0.00183665,0.00183665
35,433.442,1.80276,1.56607,1.75719,0.47379,0.48423,0.41322,0.14827,2.31368,1.83952,2.2654,0.0018317,0.0018317,0.0018317
36,445.675,1.80527,1.56335,1.77834,0.50091,0.47955,0.42271,0.15388,2.29175,1.91787,2.27292,0.00182675,0.00182675,0.00182675
37,457.948,1.78676,1.53651,1.74613,0.54367,0.47686,0.43418,0.1479,2.25451,1.7954,2.22199,0.0018218,0.0018218,0.0018218
38,470.096,1.78502,1.53223,1.76653,0.53107,0.47013,0.45271,0.15574,2.22319,1.92369,2.19036,0.00181685,0.00181685,0.00181685
39,482.504,1.7807,1.52309,1.7566,0.51911,0.47218,0.45856,0.16005,2.2736,1.77747,2.29861,0.0018119,0.0018119,0.0018119
40,494.681,1.75203,1.53522,1.76425,0.47689,0.46881,0.42295,0.1533,2.28142,1.7971,2.22229,0.00180695,0.00180695,0.00180695
41,506.901,1.74836,1.52514,1.73769,0.55724,0.46716,0.44096,0.15885,2.25238,1.77796,2.19902,0.001802,0.001802,0.001802
42,519.114,1.77036,1.52008,1.73307,0.58169,0.50062,0.50186,0.18356,2.20508,1.67625,2.2017,0.00179705,0.00179705,0.00179705
43,531.413,1.76513,1.46439,1.74108,0.5958,0.4969,0.50419,0.19142,2.18981,1.73608,2.19162,0.0017921,0.0017921,0.0017921
44,544.04,1.76652,1.45842,1.73683,0.55317,0.48937,0.50317,0.18522,2.20829,1.6509,2.16721,0.00178715,0.00178715,0.00178715
45,556.243,1.78557,1.46754,1.74474,0.57756,0.48451,0.50096,0.17719,2.21112,1.75082,2.14502,0.0017822,0.0017822,0.0017822
46,568.501,1.74083,1.46194,1.72547,0.52147,0.48203,0.45064,0.155,2.33026,1.74343,2.24106,0.00177725,0.00177725,0.00177725
47,580.847,1.727,1.46267,1.71659,0.52339,0.53532,0.47205,0.17176,2.31053,1.95824,2.22457,0.0017723,0.0017723,0.0017723
48,593.167,1.74109,1.44932,1.73001,0.53186,0.50259,0.49858,0.18016,2.1792,1.78415,2.11961,0.00176735,0.00176735,0.00176735
49,605.299,1.73228,1.40586,1.72794,0.57638,0.48823,0.51612,0.19137,2.26648,1.6801,2.20615,0.0017624,0.0017624,0.0017624
50,618.077,1.71944,1.44171,1.71061,0.585,0.52753,0.5241,0.19261,2.24663,1.66673,2.18609,0.00175745,0.00175745,0.00175745
51,630.557,1.74999,1.41864,1.70892,0.55275,0.53601,0.50879,0.17058,2.35491,1.65652,2.29997,0.0017525,0.0017525,0.0017525
52,642.937,1.73416,1.40487,1.70019,0.56394,0.53526,0.47344,0.16597,2.2764,1.62917,2.24081,0.00174755,0.00174755,0.00174755
53,655.478,1.70739,1.4289,1.74221,0.55961,0.54523,0.5333,0.18619,2.31522,1.61092,2.25576,0.0017426,0.0017426,0.0017426
54,667.654,1.75308,1.39164,1.72798,0.62637,0.49233,0.51388,0.18824,2.24438,1.61768,2.19945,0.00173765,0.00173765,0.00173765
55,680.114,1.72232,1.43039,1.6849,0.56428,0.50805,0.50944,0.18888,2.234,1.68602,2.17771,0.0017327,0.0017327,0.0017327
56,692.32,1.68115,1.41057,1.66747,0.59214,0.5254,0.51789,0.19363,2.15701,1.59929,2.15341,0.00172775,0.00172775,0.00172775
57,704.907,1.69307,1.3632,1.68618,0.53189,0.53927,0.50306,0.17868,2.27712,1.67388,2.27027,0.0017228,0.0017228,0.0017228
58,717.019,1.6855,1.35526,1.66668,0.58592,0.5681,0.56293,0.20165,2.21252,1.57143,2.16169,0.00171785,0.00171785,0.00171785
59,729.218,1.64787,1.32567,1.64713,0.5991,0.48451,0.51494,0.19687,2.2314,1.6209,2.16598,0.0017129,0.0017129,0.0017129
60,741.434,1.61404,1.29683,1.64622,0.57194,0.52912,0.52775,0.18741,2.27603,1.59133,2.19752,0.00170795,0.00170795,0.00170795
61,753.532,1.65468,1.31272,1.6586,0.53082,0.52664,0.4987,0.17767,2.2705,1.61441,2.20616,0.001703,0.001703,0.001703
62,765.639,1.64348,1.29773,1.63768,0.58921,0.48203,0.5033,0.17481,2.33563,1.64893,2.27467,0.00169805,0.00169805,0.00169805
